AMP1+CPR1+ERY1+DOX1+TMP1,AMP1+CPR1+DOX1+ERY1+TMP1,AMP+CPR+DOX+ERY+TMP,-0.1314,0.85303,Additive
AMP1+CPR1+ERY1+DOX1+TMP2,AMP1+CPR1+DOX1+ERY1+TMP2,AMP+CPR+DOX+ERY+TMP,-0.0341,0.92112,Additive
AMP1+CPR1+ERY1+DOX1+TMP3,AMP1+CPR1+DOX1+ERY1+TMP3,AMP+CPR+DOX+ERY+TMP,0.4598,0.8073,Additive
AMP1+CPR1+ERY1+DOX2+TMP1,AMP1+CPR1+DOX2+ERY1+TMP1,AMP+CPR+DOX+ERY+TMP,-0.089789,0.87906,Additive
AMP1+CPR1+ERY1+DOX2+TMP2,AMP1+CPR1+DOX2+ERY1+TMP2,AMP+CPR+DOX+ERY+TMP,-0.15878,0.85076,Additive
AMP1+CPR1+ERY1+DOX2+TMP3,AMP1+CPR1+DOX2+ERY1+TMP3,AMP+CPR+DOX+ERY+TMP,0.49516,0.836,Additive
AMP1+CPR1+ERY1+DOX3+TMP1,AMP1+CPR1+DOX3+ERY1+TMP1,AMP+CPR+DOX+ERY+TMP,-0.031451,0.93885,Additive
AMP1+CPR1+ERY1+DOX3+TMP2,AMP1+CPR1+DOX3+ERY1+TMP2,AMP+CPR+DOX+ERY+TMP,-0.13329,0.94603,Additive
AMP1+CPR1+ERY1+DOX3+TMP3,AMP1+CPR1+DOX3+ERY1+TMP3,AMP+CPR+DOX+ERY+TMP,0.23866,0.9226,Additive
AMP1+CPR1+ERY2+DOX1+TMP1,AMP1+CPR1+DOX1+ERY2+TMP1,AMP+CPR+DOX+ERY+TMP,-0.13556,0.89328,Additive
AMP1+CPR1+ERY2+DOX1+TMP2,AMP1+CPR1+DOX1+ERY2+TMP2,AMP+CPR+DOX+ERY+TMP,-0.0022615,0.86665,Additive
AMP1+CPR1+ERY2+DOX1+TMP3,AMP1+CPR1+DOX1+ERY2+TMP3,AMP+CPR+DOX+ERY+TMP,0.55272,0.8459,Antagonistic
AMP1+CPR1+ERY2+DOX2+TMP1,AMP1+CPR1+DOX2+ERY2+TMP1,AMP+CPR+DOX+ERY+TMP,-0.044376,0.84318,Additive
AMP1+CPR1+ERY2+DOX2+TMP2,AMP1+CPR1+DOX2+ERY2+TMP2,AMP+CPR+DOX+ERY+TMP,-0.075781,0.86846,Additive
AMP1+CPR1+ERY2+DOX2+TMP3,AMP1+CPR1+DOX2+ERY2+TMP3,AMP+CPR+DOX+ERY+TMP,2.3962,0.78816,Antagonistic Suppression
AMP1+CPR1+ERY2+DOX3+TMP1,AMP1+CPR1+DOX3+ERY2+TMP1,AMP+CPR+DOX+ERY+TMP,0.078905,0.98191,Additive
AMP1+CPR1+ERY2+DOX3+TMP2,AMP1+CPR1+DOX3+ERY2+TMP2,AMP+CPR+DOX+ERY+TMP,-0.06791,0.92793,Additive
AMP1+CPR1+ERY2+DOX3+TMP3,AMP1+CPR1+DOX3+ERY2+TMP3,AMP+CPR+DOX+ERY+TMP,0.19453,0.90004,Additive
AMP1+CPR1+ERY3+DOX1+TMP1,AMP1+CPR1+DOX1+ERY3+TMP1,AMP+CPR+DOX+ERY+TMP,0.4071,0.882,Additive
AMP1+CPR1+ERY3+DOX1+TMP2,AMP1+CPR1+DOX1+ERY3+TMP2,AMP+CPR+DOX+ERY+TMP,0.20789,0.90004,Additive
AMP1+CPR1+ERY3+DOX1+TMP3,AMP1+CPR1+DOX1+ERY3+TMP3,AMP+CPR+DOX+ERY+TMP,2.856,0.86892,Antagonistic Suppression
AMP1+CPR1+ERY3+DOX2+TMP1,AMP1+CPR1+DOX2+ERY3+TMP1,AMP+CPR+DOX+ERY+TMP,0.23476,0.90058,Additive
AMP1+CPR1+ERY3+DOX2+TMP2,AMP1+CPR1+DOX2+ERY3+TMP2,AMP+CPR+DOX+ERY+TMP,-0.094011,0.85076,Additive
AMP1+CPR1+ERY3+DOX2+TMP3,AMP1+CPR1+DOX2+ERY3+TMP3,AMP+CPR+DOX+ERY+TMP,2.2191,0.83914,Antagonistic Suppression
AMP1+CPR1+ERY3+DOX3+TMP1,AMP1+CPR1+DOX3+ERY3+TMP1,AMP+CPR+DOX+ERY+TMP,1.0869,0.90298,Antagonistic
AMP1+CPR1+ERY3+DOX3+TMP2,AMP1+CPR1+DOX3+ERY3+TMP2,AMP+CPR+DOX+ERY+TMP,-0.011393,0.93168,Additive
AMP1+CPR1+ERY3+DOX3+TMP3,AMP1+CPR1+DOX3+ERY3+TMP3,AMP+CPR+DOX+ERY+TMP,1.5774,0.92339,Antagonistic Suppression
AMP1+CPR2+ERY1+DOX1+TMP1,AMP1+CPR2+DOX1+ERY1+TMP1,AMP+CPR+DOX+ERY+TMP,-0.029153,0.75342,Additive
AMP1+CPR2+ERY1+DOX1+TMP2,AMP1+CPR2+DOX1+ERY1+TMP2,AMP+CPR+DOX+ERY+TMP,2.7986,0.85303,Antagonistic Suppression
AMP1+CPR2+ERY1+DOX1+TMP3,AMP1+CPR2+DOX1+ERY1+TMP3,AMP+CPR+DOX+ERY+TMP,2.4323,0.80082,Antagonistic Suppression
